participant_id,trial_idx,run_idx,trial_in_run,regime,outcome_time_s,state,choice,reward_mag,shock_mag,delta_hr,mu2,sigma2,mu3,sigma3,delta1,epsilon2,epsilon3,psi2
P065,0,0,0,stable,7.0,0,1,3.0,1.0,-0.4787019709580119,-0.4462019838947975,0.892403967789595,1.4964007968016717,0.9915253566171258,-2.0,-0.4462019838947975,-0.04977405260791323,0.1294312485219998
P065,1,0,1,stable,18.0,0,1,3.0,3.0,2.0961287589092463,-0.7717060964046543,0.8340609987460268,1.4894828475194966,0.9790027245582958,-1.6400544783080475,-0.3255041125098568,-0.09665128781956511,0.14240422110346362
P065,2,0,2,stable,29.0,0,1,3.0,3.0,-5.318460494919121,-1.0275968944135037,0.8094988115906273,1.4814246461419964,0.965070523049263,-1.4622237968581173,-0.2558907980088494,-0.10826722085345064,0.14996861969201378
P065,3,0,3,stable,40.0,0,0,1.0,1.0,0.6946724713981458,-1.2400153293050733,0.8059883291158078,1.473262418709046,0.9511040065050125,-1.3578659176594334,-0.21241843489156964,-0.10921028509982222,0.1527613553340503
P065,4,0,4,stable,51.0,0,1,1.0,3.0,-3.273387055662532,-1.423096235972961,0.8157474511545353,1.465426244443222,0.9378013776853709,-1.289379781914091,-0.1830809066678878,-0.1067363475642088,0.15225616033873735
P065,5,0,5,stable,62.0,0,1,3.0,1.0,2.4371151949806777,-1.5850677743321946,0.8341452903615593,1.458082756736078,0.925481231126831,-1.2409667706850194,-0.1619715383592335,-0.1031743672729849,0.14969761634852444
P065,6,0,6,stable,73.0,0,1,1.0,3.0,-1.3132591921341303,-1.7310568812044,0.8583607762686465,1.4512795206499753,0.914252801567193,-1.2049339033876727,-0.14598910687220545,-0.0993381057056385,0.14595267938391854
P065,7,0,7,stable,84.0,0,1,1.0,3.0,-0.012653018198646903,-1.8644507020080052,0.8866178452671476,1.4450097852409476,0.9041146724134075,-1.1770971403874302,-0.13339382080360518,-0.0955293239446594,0.14158330443698738
P065,8,0,8,stable,95.0,0,1,3.0,1.0,1.8141490820651622,-1.9876006439861262,0.9177614733334808,1.4392429011031989,0.8950108122867905,-1.1549813174345276,-0.12314994197812101,-0.09186212753488066,0.1369411385920748
P065,9,0,9,stable,106.0,0,1,3.0,1.0,-3.419869907943082,-2.102208702376414,0.9510179244404592,1.4339390173983502,0.8868615387413242,-1.137023800223099,-0.11460805839028776,-0.08837716382198313,0.1322410688898009
P065,10,0,10,stable,117.0,0,1,1.0,3.0,0.11275417723714712,-2.2095508859194917,0.9858549250450814,1.4290562379113319,0.8795801076099485,-1.1221862569227548,-0.10734218354307767,-0.08508482710894005,0.12761123052850493
P065,11,0,11,stable,128.0,0,1,1.0,1.0,4.396335852389976,-2.3106125512396782,1.021897491370258,1.4245540358358209,0.8730812277991878,-1.109749927686557,-0.10106166532018657,-0.08198263758249702,0.12312534166830792
P065,12,0,12,stable,139.0,0,1,3.0,3.0,-2.873454406067808,-2.406173798784788,1.0588757346706428,1.4203947730618485,0.8672851181420888,-1.0992004675755038,-0.09556124754510975,-0.07906261743248677,0.11882319512132443
P065,13,0,13,stable,150.0,0,1,1.0,3.0,-2.029217957626883,-2.496865350134726,1.0965916117367571,1.4165442523852587,0.8621191490500539,-1.0901596042404678,-0.09069155134993823,-0.07631457478551573,0.11472355640321528
P065,14,0,14,stable,161.0,0,1,1.0,3.0,0.10439662595671667,-2.5832063140843085,1.134897222133713,1.412971781812761,0.8575182106429009,-1.0823427100603125,-0.08634096394958224,-0.07372762739299943,0.11083227582867075
P065,15,0,15,stable,172.0,0,1,3.0,1.0,-0.21718008669721844,-2.6656304623121008,1.1736803268251197,1.409650002437484,0.8534244398665898,-1.0755314378460046,-0.08242414822779232,-0.07129093178776114,0.10714739856107262
P065,16,0,16,stable,183.0,0,1,1.0,3.0,-4.705801585812448,-2.7445049914096193,1.2128544899415414,1.4065546127525874,0.8497866532464015,-1.0695554875932838,-0.07887452909751858,-0.06899403634592371,0.1036623890744507
P065,17,0,17,stable,194.0,0,1,1.0,3.0,0.5465164880112524,-2.8201442351741,1.2523522438467234,1.4036640591963283,0.8465596719931119,-1.0642801122781802,-0.07563924376448083,-0.06682704783761562,0.10036816625027177
P065,18,0,18,stable,205.0,0,1,3.0,1.0,-1.2324491357202974,-2.8928198974550323,1.2921202699883716,1.4009592287071797,0.8437036370028966,-1.0595973460554002,-0.07267566228093214,-0.06478070140396364,0.09725438427200563
P065,19,0,19,stable,216.0,0,1,1.0,3.0,-3.483776361154092,-2.962768832514892,1.3321159478881344,1.3984231606023623,0.8411833618526954,-1.055419714149491,-0.06994893505985988,-0.06284637872876586,0.09431023276297856
P065,20,0,20,stable,227.0,0,1,3.0,3.0,5.442134866782106,-3.0301990606440126,1.3723048480535023,1.3960407850936112,0.8389677447872709,-1.0516756377199121,-0.06743022812912036,-0.06101609781751949,0.09152492915660154
P065,21,0,21,stable,238.0,0,1,3.0,3.0,-4.5973633425785945,-3.095294489755644,1.4126588860938598,1.3937986904197794,0.8370292461394443,-1.04830602134122,-0.06509542911163146,-0.05928248723145246,0.08888801352393574
P065,22,0,22,stable,249.0,0,1,3.0,1.0,-0.12230591897808576,-3.1582186716920475,1.4531549465864217,1.3916849178294717,0.8353434301052735,-1.045261681395926,-0.06292418193640348,-0.057638752136973004,0.08638951658059045
P065,23,0,23,stable,260.0,0,1,1.0,1.0,4.36498324499672,-3.2191178271039154,1.4937738451003573,1.3896887823355528,0.8338885661918689,-1.042501382605277,-0.060899155411867856,-0.056078636533643755,0.08402004653284034
P065,24,0,24,stable,271.0,0,1,3.0,3.0,2.1620998142562415,-3.2781233081429026,1.5344995366711895,1.3878007166405357,0.8326452841997112,-1.0399903210817787,-0.059005481038987284,-0.05459638430394298,0.08177082439364547
P065,25,0,25,stable,282.0,0,1,3.0,1.0,-1.4015484454383016,-3.3353536233876366,1.5753185059795818,1.3860121355325106,0.8315962762928486,-1.0376989397546337,-0.05723031524473399,-0.05318670069645648,0.07963368706735018
P065,26,0,26,stable,293.0,0,1,1.0,3.0,-6.248507776346642,-3.390916117813611,1.616219292964659,1.3843153181691734,0.8307260399848321,-1.0356019942872772,-0.055562494425974496,-0.05184471521236522,0.07760107079425371
P065,27,0,27,stable,304.0,0,1,1.0,1.0,5.758221108874392,-3.4449083779733973,1.6571921204252482,1.3827033058866598,0.8300206564106151,-1.0336778099212445,-0.0539922601597862,-0.05056594645504031,0.07566598316385466
P065,28,0,28,stable,315.0,0,1,3.0,1.0,3.489367554600376,-3.4974194160952994,1.6982285991695985,1.3811698134260937,0.8294675988923648,-1.0319076853554825,-0.052511038121902054,-0.04934626923631791,0.07382196902708306
P065,29,0,29,stable,326.0,0,1,1.0,3.0,1.8141058136883785,-3.5485306746834944,1.7393214926727198,1.3797091517294828,0.8290555674489378,-1.0302754109389174,-0.051111258588194985,-0.04818188405920576,0.07206307373947299
P065,30,0,30,stable,337.0,0,1,3.0,1.0,0.7513829888322656,-3.5983168841568407,1.7804645277947164,1.378316160700323,0.8287743454994418,-1.0287668765167377,-0.04978620947334633,-0.047069288983958346,0.0703838059120909
P065,31,0,31,stable,348.0,0,1,1.0,3.0,0.0394777099433464,-3.6468467992353917,1.8216522414456793,1.376986150545112,0.8286146755513243,-1.0273697501615593,-0.04852991507855098,-0.04600525381264864,0.06877910101663166
P065,32,0,32,stable,359.0,0,1,1.0,3.0,1.515992136988397,-3.6941838345729625,1.8628798555228194,1.3757148505074022,0.828568151137297,-1.0260732133724837,-0.04733703533757083,-0.044986796483373226,0.06724428664262407
P065,33,0,33,stable,370.0,0,1,3.0,3.0,-0.8641825915784191,-3.740386616117037,1.9041431742487134,1.374498363976357,0.8286271226749033,-1.0248677415731386,-0.04620278154407442,-0.044011161540169264,0.0657750498441432
P065,34,0,34,stable,381.0,0,1,3.0,1.0,-4.068753320062827,-3.785509461550965,1.9454384993836589,1.3733331290987967,0.8287846152729411,-1.023744921187247,-0.04512284543392786,-0.043075800532528796,0.06436740677852776
P065,35,0,35,stable,392.0,0,1,3.0,1.0,-1.6329997246362442,-3.8296028007186105,1.9867625597953364,1.372215884149791,0.8290342568069081,-1.022697296430835,-0.044093339167645684,-0.042178354194805645,0.06301767468881665
P065,36,0,36,stable,403.0,0,1,3.0,1.0,-4.263558510117692,-3.872713544988163,2.028112452634256,1.3711436370245234,0.829370214837982,-1.021718240386336,-0.04311074426955264,-0.04131663625786919,0.06172244618715088
